0.0,0.2,N
0.2,2.2,D
2.2,7.0,A
7.0,9.9,F#m
9.9,12.9,D
12.9,15.9,E
15.9,18.900000000000002,A
18.900000000000002,22.0,F#m
22.0,24.900000000000002,D
24.900000000000002,27.900000000000002,E
27.900000000000002,30.900000000000002,A
30.900000000000002,33.9,F#m
33.9,36.9,D
36.9,40.0,E
40.0,42.900000000000006,A
42.900000000000006,45.800000000000004,F#m
45.800000000000004,48.900000000000006,D
48.900000000000006,51.900000000000006,E
51.900000000000006,54.900000000000006,A
54.900000000000006,58.0,F#m
58.0,60.900000000000006,D
60.900000000000006,63.900000000000006,E
63.900000000000006,66.9,A
66.9,69.9,F#m
69.9,73.0,D
73.0,75.9,E
75.9,78.9,A
78.9,81.9,F#m
81.9,84.9,D
84.9,87.9,E
87.9,90.9,A
90.9,93.80000000000001,F#m
93.80000000000001,96.9,D
96.9,99.9,E
99.9,102.9,A
102.9,105.80000000000001,F#m
105.80000000000001,109.0,D
109.0,111.9,E
111.9,114.9,A
114.9,117.80000000000001,F#m
117.80000000000001,120.9,D
120.9,123.9,E
123.9,126.9,A
126.9,129.9,F#m
129.9,132.9,D
132.9,135.9,E
135.9,138.9,A
138.9,141.9,F#m
141.9,144.9,D
144.9,147.9,E
147.9,150.9,A
150.9,153.9,F#m
153.9,156.9,D
156.9,159.9,E
159.9,162.9,A
162.9,165.9,F#m
165.9,168.9,D
168.9,171.9,E
171.9,174.9,A
174.9,177.9,F#m
177.9,180.9,D
180.9,184.0,E
184.0,186.9,A
186.9,189.9,F#m
189.9,192.9,D
192.9,195.9,E
195.9,198.9,A
198.9,201.8,F#m
201.8,205.0,D
205.0,207.9,E
207.9,210.9,A
210.9,213.8,F#m
213.8,217.0,D
217.0,219.9,E
219.9,222.9,A
222.9,225.9,F#m
225.9,228.9,D
228.9,231.9,E
231.9,234.9,A
234.9,237.8,F#m
237.8,240.9,D
240.9,243.9,E
243.9,246.9,N
